Feature,IncNodePurity
c9730,0
c9731,0
c9742,0
c9743,0
c9750,0
c9753,0
c9755,0
c9756,0
c9757,0
c9764,0
c9767,0
c9768,0
c9771,0
c9773,0
c9779,0
c9781,1.360921014
c9782,0
c9784,0
c9785,0
c9798,0
c9799,0
c9801,0
c9804,0
c9805,0
c9807,0
c9810,0
c9818,0
c9819,0
c9821,0
c9823,0
c9826,0
c9835,0
c9836,0
c9845,0
c9853,0
c9855,0
c9870,0
c9876,1.301022727
c9877,0
c9883,0
c9894,0
c9897,0
c9898,0
c9901,0
c9905,0
c9916,0
c9921,0
c9927,0
c9930,0
c9938,0
c9941,0
c9944,0
c9945,0
c9951,0
c9952,0
c9958,0
c9961,0
c9962,0
c9972,0
c9976,0
c9981,0
c9990,0
c9993,0
c9995,0
c10002,0
c10004,0
c10006,0
c10007,0
c10011,0
c10014,0
c10016,0
c10017,0
c10019,0
c10024,0
c10028,0
c10034,0
c10047,0
c10048,0
c10051,0
c10055,0
c10060,0
c10062,0
c10066,0
c10068,0
c10072,0
c10074,0
c10075,0
c10077,0
c10079,0
c10086,0
c10089,0
c10092,0
c10102,0
c10104,0
c10107,0
c10111,0
c10115,0
c10122,0
c10124,0
c10128,0
c10134,0
c10138,0
c10139,0
c10141,0
c10142,0
c10146,0
c10149,0
c10156,0
c10163,0
c10164,0
c10165,0
c10166,0
c10170,0
c10174,0
c10186,0
c10187,0
c10190,0
c10193,0
c10210,0
c10217,0
c10224,0
c10226,0
c10227,0
c10232,0
c10246,0
c10248,0
c10252,0
c10258,0
c10266,0
c10269,0
c10287,0
c10290,0
c10291,0
c10292,0
c10306,0
c10310,0
c10313,0
c10318,0
c10320,0
c10321,0
c10323,0
c10328,0
c10329,0
c10331,0
c10335,0
c10338,0
c10340,0
c10342,0
c10345,0
c10349,0
c10353,0
c10357,0
c10359,0
c10363,0
c10364,0
c10366,0
c10371,0
c10374,0
c10376,0
c10378,0
c10382,0
c10383,0
c10385,0
c10392,0.070999318
c10396,0
c10405,0
c10406,0
c10409,0
c10415,0
c10420,0.538979757
c10423,0.438934246
c10431,0
c10439,0
c10444,0
c10448,0.153846294
c10462,0
c10463,0
c10479,0
c10488,0
c10493,0
c10496,0
c10501,0
c10504,0
c10506,0
c10511,0
c10520,0
c10525,0
c10528,0
c10536,0
c10539,2.31684892
c10541,0
c10545,0
c10552,0
c10553,0
c10556,0
c10558,0
c10565,0
c10569,0
c10572,0
c10587,0
c10592,0
c10599,0
c10601,0
c10602,0
c10605,0
c10607,0
c10612,0
c10614,0
c10624,0
c10628,0
c10629,0
c10631,0
c10632,2.189601277
c10636,0
c10641,0
c10647,0
c10648,0
c10655,0
c10657,0
c10658,0
c10663,0
c10666,0.369716829
c10677,0
c10685,0
c10686,0
c10687,0
c10692,0
c10695,0
c10701,0
c10704,0
c10708,0
c10712,0
c10720,0
c10724,0
c10737,0
c10740,0
c10745,0
c10748,0
c10751,0
c10756,1.221584448
c10763,0
c10773,0
c10775,0
c10778,0
c10796,0
c10797,0
c10799,0
c10806,0
c10811,0
c10812,0
c10813,0
c10815,0
c10817,0
c10818,0
c10821,0
c10823,0
c10830,0
c10839,0
c10841,0
c10845,0
c10849,0
c10850,0
c10854,0
c10855,0
c10858,0
c10862,0
c10869,0.618394649
c10878,0
c10879,0
c10881,0
c10889,0
c10893,0
c10895,0
c10900,0
c10902,0
c10907,0
c10908,0
c10909,0
c10919,0
c10923,0
c10927,0
c10931,0
c10933,0
c10934,0
c10936,0
c10938,0
c10943,0
c10947,0.001516018
c10949,0
c10952,0
c10954,0
c10956,0
c10962,0
c10967,0
c10970,0
c10972,0
c10976,0
c10986,0
c10988,0
c10991,0
c10994,0
c10996,0
c11000,0
c11006,0
c11007,0
c11012,0
c11016,0
c11029,0
c11034,0
c11035,0
c11036,0
c11041,0
c11049,0
c11050,0
c11052,0
c11053,0
c11065,0
c11068,0
c11072,0
c11075,0
c11080,0
c11085,0
c11091,0
c11092,0
c11100,0
c11113,0
c11119,0
c11124,0
c11125,0
c11126,0.126508141
c11129,0
c11131,0
c11135,0
c11142,0
c11156,1.44611835
c11159,0
c11160,0
c11165,0
c11173,0
c11178,0
c11179,0
c11182,0
c11184,0
c11187,0
c11191,0
c11195,0
c11207,0
c11211,0
c11212,0
c11213,0
c11215,0
c11217,1.053108314
c11229,0
c11231,0
c11235,0
c11237,0
c11241,0
c11247,0
c11256,0
c11257,0
c11259,0
c11263,0
c11266,0
c11269,0
c11271,0
c11274,0
c11278,0
c11279,0
c11280,0
c11282,0
c11291,0
c11292,0
c11302,0
c11303,0
c11307,0
c11314,0
c11319,0
c11321,0
c11323,0
c11324,0
c11325,0
c11329,0
c11334,0
c11346,0
c11347,0
c11358,0
c11360,0
c11363,0
c11367,0
c11369,0
c11375,0
c11378,0
c11379,0
c11392,0
c11399,0
c11404,0
c11419,0
c11421,0
c11424,0
c11425,0
c11426,0
c11428,0
c11430,0
c11435,0
c11443,0
c11450,0
c11451,0
c11452,0
c11454,0
c11458,0
c11459,0
c11464,0
c11467,0
c11469,0
c11471,0
c11482,0
c11484,0
c11485,0
c11486,0
c11499,0
c11503,0
c11508,0
c11516,0
c11517,0
c11519,0
c11521,0
c11523,0
c11533,0
c11540,0
c11547,0
c11559,0
c11562,0
c11571,0
c11572,0
c11576,0
c11577,0
c11580,0
c11587,0
c11589,0
c11596,0
c11597,0
c11604,0
c11614,0
c11618,0
c11620,0
c11622,0
c11623,0
c11637,0
c11639,0
c11646,0
c11650,0
c11652,0
c11658,0
c11661,0
c11664,0
c11670,0
c11671,0
c11674,0
c11677,0
c11684,0
c11692,0
c11694,0
c11695,0
c11697,0
c11716,0
c11717,0
c11721,0
c11725,0
c11727,0
c11732,0
c11735,0
c11737,0.292431492
c11741,0
c11742,0
c11743,0
c11744,0
c11746,0
c11747,0
c11749,0
c11753,0
c11757,0
c11768,0
c11776,0
c11777,0
c11782,0.629912108
c11783,0
c11789,0
c11795,0
c11803,0
c11809,0
c11810,0
c11812,0
c11814,0
c11815,0
c11819,0
c11820,0
c11822,0
c11823,0
c11832,0
c11839,0
c11851,0
c11856,0
c11862,0
c11863,0.210934953
c11865,0
c11866,0
c11876,0
c11877,0
c11878,0
c11881,0
c11882,0
c11887,0
c11894,0
c11895,0
c11896,0
c11898,0
c11901,0
c11907,0
c11911,0
c11915,0
c11919,0
c11922,0
c11929,0
c11932,0
c11939,0
c11940,0
c11946,0
c11947,0
c11948,0
c11951,0
c11952,0
c11956,0
c11958,0
c11959,0
c11968,0
c11993,0
c11997,0
c11998,0
c11999,0
c12023,0
c12033,0
c12045,0
c12049,0
c12051,0
c12053,0
c12054,0
c12059,0
c12061,0
c12064,0
c12065,0
c12068,0
c12073,0
c12075,0
c12078,0
c12080,0
c12081,0
c12089,0
c12100,0
c12106,0
c12108,0
c12116,0
c12118,0
c12132,0
c12135,0
c12141,0
c12155,0
c12169,0
c12172,0
c12177,0
c12179,0
c12184,0
c12186,0
c12195,0
c12197,0
c12198,0
c12210,0
c12215,0
c12216,0
c12217,0.54360218
c12226,0
c12232,0
c12234,0
c12235,0
c12236,0.262925054
c12240,0
c12246,0
c12249,0
c12259,0
c12267,0
c12271,0
c12273,0
c12277,0
c12281,0
c12292,0
c12294,0
c12306,0
c12309,0
c12316,0
c12317,0
c12318,0
c12319,0
c12320,0
c12326,0
c12328,0
c12329,0
c12334,0
c12338,0
c12342,0
c12347,0
c12349,0
c12350,0
c12351,0
c12354,0
c12357,0
c12362,0
c12364,0
c12365,0
c12366,0
c12367,0
c12369,0
c12380,0
c12395,0
c12397,0
c12405,0
c12415,0
c12431,0
c12434,0
c12436,0
c12440,0
c12441,0
c12442,0
c12444,0
c12446,0
c12448,0
c12449,0.161262695
c12454,0
c12455,0
c12461,0
c12462,0
c12466,0
c12467,0
c12472,0
c12488,0
c12490,0
c12509,0
c12521,0
c12522,0
c12525,0
c12528,0
c12532,0
c12547,0
c12548,0
c12549,0
c12552,0
c12564,0
c12565,0
c12569,0
c12580,0
c12582,0
c12586,0
c12588,0
c12601,0
c12606,0
c12608,0
c12617,0
c12618,0
c12626,0
c12632,0
c12637,0
c12643,145.87868
c12652,0
c12655,0
c12656,0
c12661,0
c12665,0
c12667,0
c12670,0
c12676,0
c12677,0
c12686,0
c12695,0
c12696,0
c12699,0
c12700,0.214951581
c12703,0
c12704,0
c12705,1.733196325
c12713,0
c12714,0
c12716,0
c12717,0
c12718,0
c12724,0
c12725,0
c12730,0
c12734,0
c12738,0
c12744,0
c12745,0
c12763,0
c12766,0
c12771,0
c12772,0
c12778,0
c12782,0
c12791,0
c12793,0
c12795,0
c12796,0
c12797,0
c12802,0
c12807,0
c12809,0
c12812,0
c12813,0
c12814,0
c12815,0
c12817,0
c12818,0.14105311
c12826,0
c12829,0
c12830,0
c12837,0
c12839,0
c12841,0
c12849,0
c12853,0
c12855,0
c12856,0
c12864,0
c12870,0
c12871,0
c12877,0
c12880,0
c12881,0.007453416
c12888,0
c12889,0
c12891,0
c12893,0
c12894,0
c12896,0
c12897,0
c12899,0
c12902,0
c12905,0
c12907,0
c12909,0
c12913,0
c12921,0
c12924,0
c12937,0
c12940,0
c12943,0
c12944,0
c12959,0
c12960,0
c12962,0
c12972,0
c12973,0
c12977,0
c12978,0
c12979,0
c12981,0
c12984,0
c12985,0
c12987,0
c12989,0
c12999,0
c13005,0
c13007,0
c13012,0
c13016,0
c13018,0
c13021,0
c13025,0
c13026,0
c13037,0
c13056,0
c13059,0
c13060,0
c13064,0
c13069,0
c13073,0
c13076,0
c13080,0
c13082,0
c13090,0
c13094,0
c13095,0
c13098,0
c13105,0
c13106,0
c13107,0
c13109,0
c13114,0
c13115,0
c13119,0
c13130,0
c13133,0
c13141,0
c13146,0
c13149,0
c13151,0
c13168,0
c13175,0
c13181,0
c13183,0
c13186,0
c13191,0
c13197,0
c13199,0
c13214,0
c13218,0
c13222,0
c13231,0
c13232,0
c13236,0
c13237,0
c13246,0
c13247,0
c13249,0
c13252,0
c13253,0
c13259,0.238043478
c13265,1.433373037
c13267,0
c13269,0
c13271,0
c13273,0
c13274,0
c13277,0
c13279,0
c13287,0
c13294,0
c13297,0
c13302,0
c13304,0
c13306,0
c13319,0
c13320,0
c13325,0
c13327,0
c13329,0
c13339,0
c13343,0
c13346,0
c13347,0
c13357,0
c13361,0
c13366,0
c13368,0
c13370,0
c13372,0
c13374,0
c13382,0
c13386,0
c13389,0
c13391,0
c13402,0
c13403,0
c13409,0
c13410,0.331694666
c13412,0
c13414,0
c13421,0
c13427,0
c13435,0
c13437,0
c13438,0
c13444,3.16184557
c13448,0
c13451,0
c13453,0
c13460,0
c13463,0
c13464,0
c13466,0
c13471,0
c13472,0
c13475,0
c13480,0
c13481,0
c13482,0
c13485,0
c13486,0
c13496,0
c13497,0
c13502,0
c13507,0
c13509,0
c13518,0
c13523,0
c13524,0
c13534,0
c13540,0
c13546,0
c13551,0
c13557,0
c13558,0
c13562,0
c13571,0
c13575,0
c13576,0
c13582,0
c13587,0
c13591,0
c13595,0
c13598,0
c13599,0
c13606,0
c13608,0
c13611,0
c13620,0
c13624,0
c13625,0
c13627,0
c13629,0
c13633,0
c13638,0
c13648,1.669915966
c13650,0
c13655,0
c13658,0
c13659,0
c13663,0
c13664,0
c13672,0
c13674,0
c13681,0
c13682,0
c13687,0
c13693,0
c13699,0
c13701,0
c13703,0
c13717,0
c13720,0
c13723,0
c13726,0.338672522
c13732,0
c13734,0
c13737,0
c13742,0
c13743,0
c13753,0
c13760,0
c13764,0
c13766,0
c13770,0
c13774,0
c13780,0
c13783,0
c13785,0
c13794,0
c13798,0
c13799,0
c13801,0
c13806,0
c13807,0
c13809,0
c13812,0
c13815,0
c13820,0
c13823,0
c13824,0
c13825,0
c13827,0
c13830,0
c13831,0
c13837,0
c13839,0
c13840,0
c13845,0
c13848,0
c13851,0
c13854,0
c13857,0
c13860,0
c13861,0
c13864,0
c13865,0
c13868,0
c13874,0
c13881,0
c13886,0
c13892,0
c13893,0
c13895,0
c13901,0
c13904,0
c13908,0
c13909,0
c13921,0
c13926,0
c13933,0
c13940,0
c13944,0
c13946,0
c13948,0
c13962,0
c13964,0
c13969,0
c13970,0
c13976,0
c13980,0
c13981,0
c13984,0
c13987,0
c13995,0
c13998,0.174561048
c14001,0
c14005,0
c14007,0
c14009,0
c14013,0
c14018,0
c14023,1.187028484
c14032,0
c14035,0
c14036,0
c14047,0
c14049,0
c14051,0
c14063,0
c14066,0
c14067,0
c14070,0
c14075,0
c14076,0
c14082,0
c14087,0
c14094,0
c14103,0
c14105,0
c14109,0
c14112,0
c14116,0
c14121,0
c14122,0
c14123,0
c14129,0
c14130,0
c14136,91.23808623
c14138,0
c14140,0
c14146,0
c14151,0
c14153,0
c14154,0
c14160,0.542564588
c14162,0
c14164,0
c14169,0
c14170,0.045667271
c14174,0
c14185,0
c14190,0
c14192,0
c14196,0
c14207,0
c14208,0
c14220,0
c14229,0
c14232,0
c14235,0
c14236,0
c14237,0
c14239,0
c14244,0
c14247,0
c14252,0
c14256,0
c14264,0
c14271,0.756204641
c14272,0
c14274,0
c14279,0
c14282,0
c14287,0
c14291,0
c14294,0
c14297,0
c14298,0
c14300,0
c14303,0
c14304,0
c14314,0
c14315,0
c14318,0
c14322,0
c14323,0
c14325,0
c14338,0
c14341,0
c14347,0
c14348,0
c14353,0
c14356,0.471478285
c14358,0
c14362,0
c14363,0
c14365,0
c14367,0
c14371,1.519912313
c14373,0
c14374,0
c14375,0
c14377,0
c14382,0
c14392,0
c14397,0
c14401,0
c14404,0
c14406,0
c14410,0
c14414,0
c14420,0
c14423,0
c14425,0
c14428,0
c14429,0
c14433,0
c14435,0
c14437,0
c14438,0
c14441,0
c14445,0
c14449,0
c14460,0
c14467,0
c14469,0
c14472,0
c14476,0
c14478,0
c14481,0
c14500,0
c14515,0
c14524,0
c14540,0
c14543,0
c14548,0
c14558,0
c14559,0
c14564,0
c14569,0
c14571,0
c14577,0
c14583,0
c14599,0
c14600,0
c14607,0
c14613,0
c14616,0
c14618,0
c14621,0
c14622,0
c14626,1.203268098
c14628,0
c14632,0
c14634,0
c14640,0
c14652,0
c14664,0
c14666,0
c14668,0
c14670,0.058227273
c14671,0
c14685,0
c14689,1.103181563
c14704,0
c14708,0
c14712,0
c14713,0
c14715,0
c14719,0
c14724,0
c14727,0
c14729,0
c14731,0
c14735,0
c14740,0
c14742,0
c14743,0
c14747,0
c14749,0
c14752,0
c14754,0
c14755,0
c14761,0
c14762,0
c14763,0
c14766,0
c14773,0
c14778,0
c14779,0
c14787,0
c14790,0
c14792,0
c14795,0
c14799,0
c14800,0
c14801,0
c14802,82.67996311
c14811,0
c14812,0
c14817,0
c14821,0
c14826,0
c14829,0
c14835,0
c14838,0
c14844,0
c14845,0
c14846,0
c14856,0
c14858,0
c14864,0
c14865,0
c14866,0
c14869,0
c14871,0
c14874,0
c14875,0
c14878,0
c14879,0
c14880,0
c14886,0
c14890,0.0830474
c14891,0
c14893,0
c14901,0
c14902,0
c14910,0
c14913,0
c14929,0
c14936,0
c14947,0.95821414
c14948,0
c14954,0
c14973,0
c14977,0
c14978,0
c14985,0
c14996,0
c15001,0
c15002,0
c15004,0
c15016,0
c15018,0
c15019,0
c15025,0
c15026,0
c15028,0
c15038,0
c15039,0
c15046,0
c15048,0
c15050,0
c15059,0
c15076,0
c15083,0
c15086,0
c15093,0.906445909
c15096,0
c15102,0
c15110,0
c15113,0
c15116,0
c15118,0
c15120,0
c15122,0
c15130,0
c15141,0
c15145,0
c15154,0
c15158,0
c15159,0
c15161,0
c15162,0
c15168,0
c15173,0
c15185,0
c15188,0
c15189,0
c15191,0
c15192,0
c15193,0
c15194,0
c15195,0.558549044
c15201,0
c15209,0
c15210,0
c15214,0
c15215,0
c15216,0
c15225,0
c15229,0
c15236,0
c15237,0
c15244,0
c15247,0
c15248,0
c15262,0
c15269,0
c15274,0
c15278,0
c15279,1.165057443
c15281,0
c15286,0
c15288,0
c15290,0
c15296,0
c15299,0
c15320,0
c15328,0
c15334,0
c15339,0
c15340,0
c15341,0
c15348,0.984846051
c15353,0
c15358,0
c15361,3.114126496
c15372,0
c15375,0
c15383,0
c15384,0
c15385,0
c15386,0
c15394,0
c15397,0
c15398,0
c15400,0
c15405,0
c15408,0
c15409,0
c15415,0
c15419,0
c15421,0
c15424,0
c15427,0
c15433,0
c15440,0
c15441,0
c15442,0
c15444,0
c15446,0
c15455,0
c15461,0
c15462,0
c15465,0
c15466,0
c15481,0
c15490,0
c15491,0
c15500,0
c15504,0
c15505,0
c15507,0
c15515,0.974064964
c15516,0
c15529,0
c15539,0
c15546,0
c15551,0
c15552,0
c15553,0
c15556,0.272916335
c15558,0
c15559,0
c15575,0
c15579,0
c15580,0
c15583,0
c15594,0
c15602,0
c15608,0
c15614,0
c15617,0
c15620,0
c15622,0
c15625,0
c15626,0
c15627,0
c15629,0
c15635,0
c15637,0
c15640,0
c15644,0
c15645,0
c15649,0
c15653,0
c15656,0.795453139
c15661,0
c15665,0
c15668,0
c15672,0
c15680,0
c15686,0
c15697,0
c15702,0
c15712,0
c15715,0
c15716,0
c15719,0
c15724,0
c15729,0
c15731,0
c15733,0
c15736,0
c15741,0
c15747,0
c15757,0
c15764,0
c15769,0
c15770,0
c15771,0
c15772,0
c15773,0
c15774,0
c15775,0
c15777,0
c15782,0
c15783,0
c15790,0
c15793,0
c15810,0
c15815,0
c15816,0
c15817,0
c15819,0
c15820,0
c15823,0
c15832,0
c15847,0
c15849,1.314377596
c15854,0.556423394
c15857,0
c15861,0
c15866,0
c15870,0
c15871,0
c15877,0
c15883,0
c15893,0
c15901,0
c15903,0
c15911,0
c15926,0
c15927,0
c15933,0
c15935,0
c15937,0
c15942,0
c15943,0
c15948,0
c15950,0
c15960,0
c15961,0.145895309
c15965,0
c15967,0
c15968,0
c15969,0
c15982,0
c15986,0
c15988,0
c15990,0
c15997,0
c16000,0
c16003,0
c16004,0
c16014,0
c16019,0
c16023,0
c16029,0
c16036,0.119644563
c16046,0
c16047,0
c16050,0
c16051,0
c16055,0
c16061,0
c16064,0
c16070,0
c16071,0
c16076,0
c16077,0
c16078,0
c16092,0
c16096,0
c16099,0
c16100,0
c16104,0
c16108,0
c16115,0
c16121,0
c16126,0
c16128,0
c16147,0
c16153,0
c16155,0
c16156,0
c16159,0
c16160,0
c16161,0
c16166,0
c16168,0
c16173,0
c16179,0
c16190,0
c16191,0
c16192,0
c16194,0
c16198,0
c16204,0
c16205,0.445596609
c16209,0
c16215,0
c16237,0
c16238,0
c16247,0
c16248,0
c16262,0
c16264,0
c16266,0
c16268,0
c16269,0
c16270,0
c16284,0
c16286,0
c16288,0
c16290,0
c16301,0
c16306,0
c16312,0
c16321,0
c16327,0
c16328,0
c16333,0
c16338,0
c16349,0
c16350,0
c16351,0
c16354,0
c16356,0
c16357,0
c16361,0
c16363,0
c16366,0
c16375,0
c16376,0
c16378,0
c16380,0
c16383,0
c16389,0
c16391,0
c16393,0
c16395,0
c16397,0
c16398,0
c16401,0
c16415,0
c16416,0
c16418,0
c16427,0
c16435,0
c16441,0
c16447,0
c16448,0
c16452,0.280663086
c16454,0
c16457,0
c16466,0
c16467,1.215426591
c16471,0
c16472,0
c16487,0
c16488,0
c16490,0
c16493,0
c16496,0
c16500,0
c16506,0
c16511,0
c16515,0
c16519,0
c16520,0
c16525,0
c16531,0
c16535,0
c16542,0
c16544,0
c16553,0
c16555,0
c16562,0
c16565,0
c16571,0
c16574,0
c16579,10.05243972
c16582,0
c16588,0
c16594,0
c16597,0
c16599,0
c16602,0
c16603,0
c16605,0
c16611,0
c16615,0
c16619,0
c16620,0
c16624,0
c16626,0
c16629,0
c16641,0
c16644,0
c16652,0
c16653,0
c16657,0
c16663,0
c16664,0
c16665,0
c16667,0
c16674,0
c16687,0
c16692,0
c16711,0
c16715,0
c16718,0
c16719,0
c16722,0
c16723,0
c16727,0
c16729,0
c16735,0
c16739,0
c16740,0
c16741,0
c16745,0
c16751,0
c16764,0
c16768,0
c16772,0
c16776,0
c16787,0
c16813,0
c16821,0
c16823,0
c16824,0
c16826,0
c16827,0
c16830,0
c16832,0
c16833,0
c16836,0
c16839,0
c16840,0
c16848,0
c16849,0
c16850,0
c16854,0
c16863,0
c16867,0
c16868,0
c16874,0
c16880,0
c16888,0
c16889,0
c16891,0
c16894,0
c16897,0
c16901,0
c16902,0
c16905,0
c16912,0
c16920,0
c16927,0
c16929,0
c16932,0
c16948,0
c16956,0
c16958,0
c16959,0
c16961,0
c16966,0
c16968,0
c16973,0
c16980,0
c16993,0
c16994,0
c16998,0
c17011,0
c17015,0
c17020,0
c17027,0
c17034,0
c17035,0
c17039,0
c17051,0
c17052,0
c17056,0
c17060,0
c17066,0
c17072,0
c17084,0
c17087,0
c17090,0
c17095,0
c17096,0
c17098,0
c17110,0
c17115,0
c17117,0
c17120,0
c17122,0
c17123,0
c17124,0
c17125,0
c17130,0
c17142,0
c17155,0
c17175,0
c17178,0
c17179,0
c17182,0
c17184,0
c17188,0
c17189,0
c17193,0
c17197,0
c17198,0
c17200,0
c17203,0
c17206,0
c17207,0
c17216,0
c17218,0
c17225,0
c17227,0
c17228,0
c17236,0
c17237,0
c17240,0
c17246,0
c17249,0
c17251,0
c17253,0
c17262,0
c17263,0
c17268,0
c17269,0
c17273,0
c17277,0
c17280,0
c17282,0
c17283,0
c17284,0
c17287,0
c17300,0
c17305,0.673120555
c17309,0
c17318,0
c17324,0.044317154
c17326,0
c17328,0
c17330,0
c17336,0
c17337,0
c17339,0
c17341,0
c17343,0
c17348,0
c17359,0
c17361,0
c17362,0
c17365,0
c17366,0.106116518
c17367,0
c17374,0
c17375,0
c17381,0
c17384,0
c17385,0
c17386,0
c17387,0
c17388,0
c17390,0
c17393,0
c17394,0
c17403,0
c17405,0
c17411,0
c17414,0
c17415,0
c17417,0
c17421,0.381741411
c17425,0
c17426,0
c17435,0
c17438,0
c17440,0
c17443,0
c17444,0
c17448,0
c17449,0
c17450,0
c17451,0
c17455,0
c17456,0
c17458,0
c17470,0
c17487,0
c17493,0
c17496,0
c17498,0
c17499,0
c17501,0
c17507,0
c17508,0
c17511,0
c17521,0
c17531,0
c17532,0
c17533,0
c17549,0
c17556,0
c17562,0
c17565,0
c17569,0
c17575,0
c17580,0
c17582,0
c17587,0
c17593,0
c17599,0
c17600,0
c17605,0
c17606,0
c17611,0
c17613,0
c17618,0
c17619,0
c17624,0
c17627,0
c17632,0
c17635,0
c17640,0
c17648,0
c17654,0
c17662,0
c17666,0
c17667,0
c17669,0
c17675,0
c17676,0
c17686,0
c17694,0
c17695,0
c17698,0
c17700,0
c17703,0
c17705,0
c17708,0
c17712,0
c17716,0
c17717,0.805211776
c17718,0
c17724,0
c17727,0
c17729,0
c17742,0
c17743,0
c17745,0
c17756,0
c17758,0
c17761,0
c17762,0
c17775,0
c17783,0
c17787,0
c17788,0
c17791,0
c17798,0
c17799,0
c17801,0
c17806,0
c17811,0
c17816,0
c17819,0
c17821,0
c17830,0
c17832,0
c17844,0
c17861,0
c17879,0
c17882,0
c17884,0
c17885,0
c17892,0
c17893,0
c17894,0
c17900,0
c17905,0
c17906,0
c17924,0
c17930,0.176685759
c17935,0
c17937,0
c17958,0
c17967,0
c17971,0
c17974,0
c17977,0
c17978,0
c17979,0
c17986,0
c17993,0
c18007,0
c18015,0
c18016,0
c18018,0
c18020,0
c18026,0
c18027,0
c18028,0
c18034,0
c18036,0
c18038,0
c18041,0
c18049,0
c18053,0
c18057,0
c18063,0
c18073,0
c18079,0
c18080,0
c18083,0
c18087,0
c18088,0
c18089,0
c18095,0
c18099,0
c18101,0
c18103,0
c18111,0
c18117,0
c18122,0
c18128,0
c18129,0
c18141,0
c18145,0
c18148,0
c18150,0
c18156,0
c18157,0
c18158,0
c18165,0
c18173,0
c18178,0
c18183,0
c18186,0
c18189,0
c18192,0
c18196,0
c18201,0
c18207,0
c18209,0
c18215,0.09971521
c18219,0
c18223,0
c18225,0
c18234,0
c18236,0
c18241,0
c18253,0
c18257,0
c18259,0
c18264,0
c18268,0
c18278,0
c18279,0
c18285,0
c18288,0
c18293,0
c18300,0
c18311,0
c18316,0
c18321,0
c18324,0
c18327,0
c18328,0
c18329,0
c18330,0
c18337,0
c18346,0
c18348,0
c18349,0
c18351,0
c18352,0
c18359,0
c18361,0
c18365,0
c18377,0
c18379,0
c18380,0
c18382,0
c18384,0
c18387,0
c18397,0
c18400,0
c18401,0
c18402,0
c18406,0
c18412,0.03922678
c18414,0
c18415,0
c18419,0
c18421,0
c18430,0
c18431,0.073080846
c18432,0
c18433,0
c18441,36.22776244
c18443,0
c18446,0
c18452,0
c18455,0
c18460,0
c18468,0
c18472,0.133610546
c18477,0
c18481,0
c18482,0
c18483,0
c18484,0
c18485,0
c18494,0
c18499,0
c18500,0
c18505,1.927477179
c18507,0
c18508,0
c18511,0
c18512,0
c18514,0
c18523,0
c18524,0
c18526,0
c18528,0
c18533,0.285610023
c18538,0
c18542,0
c18544,0
c18545,0
c18550,0
c18555,0
c18566,0
c18571,0
c18573,0
c18581,0
c18583,0
c18594,0
c18595,0
c18605,0
c18606,0
c18607,0
c18608,0
c18610,0
c18614,0
c18617,0
c18630,0
c18635,0
c18638,0
c18646,0
c18647,0
c18649,0
c18651,0
c18653,0
c18660,0
c18664,0
c18674,0
c18676,0
c18678,0
c18679,0
c18683,0
c18690,0
c18692,0
c18699,0
c18702,0
c18703,0
c18713,0
c18716,0
c18720,0
c18726,0
c18730,0
c18733,0
c18734,0
c18737,0
c18738,0
c18753,0
c18754,0
c18756,0
c18759,0
c18763,0
c18769,0.769499614
c18771,0
c18772,1.028030365
c18774,0
c18776,0
c18779,0
c18780,0
c18791,0.217509398
c18793,0
c18794,0
c18803,0
c18805,0
c18808,0
c18812,0
c18813,0
c18817,0
c18818,0
c18819,0
c18825,0
c18842,0
c18850,0
c18851,0
c18860,0
c18880,0
c18885,0
c18897,0
c18902,0
c18907,0
c18911,0
c18917,0
c18919,0
c18923,0
c18927,0
c18929,0
c18930,0
c18933,0
c18934,0
c18935,0
c18939,0
c18941,0
c18951,0
c18952,0
c18957,0
c18967,0
c18969,0
c18974,0
c18987,0
c18990,0
c18991,0
c18996,0
c18997,0
c18998,0
c18999,0
c19004,0
c19005,0
c19013,0
c19016,0
c19018,0
c19022,0
c19023,0
c19026,0
c19027,0
c19035,0
c19038,0
c19040,0
c19042,0
c19063,0
c19067,0
c19068,0
c19069,0
c19077,0
c19079,0
c19085,0
c19086,0
c19087,0
c19095,0
c19101,0
c19110,0
c19111,1.094093407
c19114,0
c19115,0
c19119,0
c19126,0
c19135,0
c19136,0
c19137,0
c19138,0
c19160,0
c19161,0
c19163,0
c19170,0
c19171,0
c19173,0
c19187,0
c19188,0
c19198,0
c19202,0
c19207,0
c19218,0
c19220,0
c19222,0
c19226,0
c19233,0
c19235,0
c19237,0
c19242,0
c19243,0
c19249,0
c19254,0
c19255,0
c19262,0
c19263,0
c19264,0
c19266,0
c19273,0
c19278,0
c19286,0
c19292,0
c19300,0
c19301,0
c19303,0
c19304,0
c19312,0
c19313,0
c19317,0
c19320,0
c19323,0
c19326,0
c19330,0
c19332,0
c19342,0
c19344,0
c19347,0
c19349,0
c19350,0
c19355,0
c19359,0
c19361,0
c19362,0
c19371,0
c19373,0
c19374,0
c19375,0
c19377,0
c19390,0
c19391,0
c19394,0
c19403,0
c19412,0
c19416,0
c19427,0
c19428,0
c19443,0
c19453,0
c19454,0
c19457,0
c19460,0
c19461,0
c19468,0
c19471,0
c19479,0
c19483,0
c19484,0
c19516,0
c19518,0
c19525,0
c19536,0
c19542,0
c19546,0
c19550,0
c19554,0
c19555,0
c19558,0
c19559,0
