"","V1","V2"
"20795","STK36","c20795"
"20796","MMD2","c20796"
"20797","MZT2B","c20797"
"20798","ROMO1","c20798"
"20799","C1QTNF9B","c20799"
"20800","C6orf163","c20800"
"20801","CRH","c20801"
"20802","KIAA1644","c20802"
"20803","ACP5","c20803"
"20804","CT49","c20804"
"20805","AMFR","c20805"
"20806","CA4","c20806"
"20807","PLCB4","c20807"
"20808","MPHOSPH10","c20808"
"20809","CORT","c20809"
"20810","G3BP2","c20810"
"20811","PYGB","c20811"
"20812","HOXA2","c20812"
"20813","SNORA59A","c20813"
"20814","MIR214","c20814"
"20815","DKK3","c20815"
"20816","DDX31","c20816"
"20817","TULP1","c20817"
"20818","NHLRC2","c20818"
"20819","ZNF430","c20819"
"20820","TNRC6A","c20820"
"20821","PLA2G1B","c20821"
"20822","RCHY1","c20822"
"20823","GTF2A2","c20823"
"20824","ZNF691","c20824"
"20825","TACC3","c20825"
"20826","DNAJC5G","c20826"
"20827","IGSF23","c20827"
"20828","NAE1","c20828"
"20829","IGF2-AS","c20829"
"20830","MS4A4A","c20830"
"20831","PPP2R5B","c20831"
"20832","SPOP","c20832"
"20833","RPGRIP1L","c20833"
"20834","PTPRF","c20834"
"20835","DANCR","c20835"
"20836","SUSD3","c20836"
"20837","MAML1","c20837"
"20838","ZNF808","c20838"
"20839","FXR2","c20839"
"20840","TYK2","c20840"
"20841","MUC6","c20841"
"20842","DNAJB7","c20842"
"20843","PIP4K2A","c20843"
"20844","MEX3A","c20844"
"20845","RRP1","c20845"
"20846","TFAP4","c20846"
"20847","FAM133DP","c20847"
"20848","C10orf71","c20848"
"20849","CTLA4","c20849"
"20850","MIRLET7B","c20850"
"20851","MTMR4","c20851"
"20852","SNX9","c20852"
"20853","CIB3","c20853"
"20854","NECAP1","c20854"
"20855","TTC39A","c20855"
"20856","GCSAML","c20856"
"20857","PLA2G2D","c20857"
"20858","GLMN","c20858"
"20859","DCLRE1A","c20859"
"20860","PDX1","c20860"
"20861","SAMD11","c20861"
"20862","ARHGEF28","c20862"
"20863","CXorf28","c20863"
"20864","C10orf2","c20864"
"20865","TLR7","c20865"
"20866","TBC1D21","c20866"
"20867","SMAD1","c20867"
"20868","MRPL55","c20868"
"20869","AGAP6","c20869"
"20870","ACTRT2","c20870"
"20871","RIOK2","c20871"
"20872","MIR31HG","c20872"
"20873","PALM3","c20873"
"20874","PDLIM4","c20874"
"20875","SLC22A15","c20875"
"20876","NAAA","c20876"
"20877","ABHD13","c20877"
"20878","STX18","c20878"
"20879","CCPG1","c20879"
"20880","DCBLD1","c20880"
"20881","SLC2A6","c20881"
"20882","TRDMT1","c20882"
"20883","HIST2H4B","c20883"
"20884","ATP1A4","c20884"
"20885","IL17F","c20885"
"20886","OR52W1","c20886"
"20887","CFL1","c20887"
"20888","IL4","c20888"
"20889","RBP2","c20889"
"20890","EML6","c20890"
"20891","CPSF6","c20891"
"20892","TTC8","c20892"
"20893","MUCL1","c20893"
"20894","EYA3","c20894"
"20895","BOD1L1","c20895"
"20896","KRT38","c20896"
"20897","LOC440335","c20897"
"20898","SPATA31A4","c20898"
"20899","XIST","c20899"
"20900","GNE","c20900"
"20901","ZNF501","c20901"
"20902","SLC22A31","c20902"
"20903","RHOXF2","c20903"
"20904","SLC35A2","c20904"
"20905","TCEB3CL2","c20905"
"20906","MYF6","c20906"
"20907","MGST2","c20907"
"20908","TRPV4","c20908"
"20909","ZNF880","c20909"
"20910","NEK8","c20910"
"20911","MIR548I3","c20911"
"20912","NCKAP1L","c20912"
"20913","NOX5","c20913"
"20914","EMP3","c20914"
"20915","LOC146481","c20915"
"20916","LOC728743","c20916"
"20917","BPY2C","c20917"
"20918","ELOVL2","c20918"
"20919","CCDC74B-AS1","c20919"
"20920","FAM47E-STBD1","c20920"
"20921","CBX7","c20921"
"20922","OSBPL1A","c20922"
"20923","ZNF589","c20923"
"20924","LINC00115","c20924"
"20925","FAM179B","c20925"
"20926","XKRY2","c20926"
"20927","TRA2A","c20927"
"20928","ESCO1","c20928"
"20929","PHF2","c20929"
"20930","PID1","c20930"
"20931","TAS1R2","c20931"
"20932","RFC1","c20932"
"20933","MTAP","c20933"
"20934","ADORA3","c20934"
"20935","COL6A5","c20935"
"20936","LOC389458","c20936"
"20937","TRNT1","c20937"
"20938","LINC00563","c20938"
"20939","LOXL1-AS1","c20939"
"20940","CRIPAK","c20940"
"20941","RAI2","c20941"
"20942","TMBIM6","c20942"
"20943","GZMB","c20943"
"20944","ANKRD44","c20944"
"20945","SNRNP25","c20945"
"20946","PATL2","c20946"
"20947","SRD5A3","c20947"
"20948","NFE2L1","c20948"
"20949","STIP1","c20949"
"20950","RASL11B","c20950"
"20951","NT5DC2","c20951"
"20952","CYTIP","c20952"
"20953","LRP2","c20953"
"20954","MTDH","c20954"
"20955","ARSG","c20955"
"20956","HSP90AB1","c20956"
"20957","ZNF483","c20957"
"20958","FOXI3","c20958"
"20959","LMBR1L","c20959"
"20960","S100A2","c20960"
"20961","C2","c20961"
"20962","NOP14","c20962"
"20963","GCKR","c20963"
"20964","EIF4EBP1","c20964"
"20965","PPP1R9B","c20965"
"20966","FER","c20966"
"20967","C2CD2L","c20967"
"20968","PATE1","c20968"
"20969","SNRK","c20969"
"20970","ANKK1","c20970"
"20971","UTP6","c20971"
"20972","LOC100131320","c20972"
"20973","OR5M10","c20973"
"20974","OR6C75","c20974"
"20975","DHRS4L2","c20975"
"20976","CAPZA3","c20976"
"20977","FBP1","c20977"
"20978","TERT","c20978"
"20979","CCL1","c20979"
"20980","FUCA1","c20980"
"20981","ALS2CR8","c20981"
"20982","LOC100506776","c20982"
"20983","LOC728463","c20983"
"20984","KCMF1","c20984"
"20985","TMEM74B","c20985"
"20986","SRCRB4D","c20986"
"20987","OXCT2","c20987"
"20988","IL17RA","c20988"
"20989","SSX6","c20989"
"20990","MPP5","c20990"
"20991","LOC100506834","c20991"
"20992","SPA17","c20992"
"20993","GALNT14","c20993"
"20994","MCIN","c20994"
"20995","CXorf27","c20995"
"20996","HDGFRP2","c20996"
"20997","NPLOC4","c20997"
"20998","RAB34","c20998"
"20999","SNORD55","c20999"
"21000","KRTAP3-3","c21000"
"21001","LOC553103","c21001"
"21002","ARSD","c21002"
"21003","CPLX2","c21003"
"21004","PJA1","c21004"
"21005","RB1","c21005"
"21006","C4orf51","c21006"
"21007","ANKLE1","c21007"
"21008","PHLDA2","c21008"
"21009","GGCT","c21009"
"21010","GUCY2F","c21010"
"21011","MPV17","c21011"
"21012","SLC35D1","c21012"
"21013","COL16A1","c21013"
"21014","LYSMD3","c21014"
"21015","ERLIN1","c21015"
"21016","JMJD4","c21016"
"21017","GPX8","c21017"
"21018","HIST1H2BK","c21018"
"21019","TP53I11","c21019"
"21020","ST3GAL4","c21020"
"21021","ALG8","c21021"
"21022","PF4V1","c21022"
"21023","REG1A","c21023"
"21024","TMEM200B","c21024"
"21025","CYB5R3","c21025"
"21026","MINA","c21026"
"21027","HHLA1","c21027"
"21028","VASN","c21028"
"21029","TFAP2A","c21029"
"21030","GOLGA6L4","c21030"
"21031","C17orf102","c21031"
"21032","LINC00331","c21032"
"21033","PHF15","c21033"
"21034","ZNF169","c21034"
"21035","KRT7","c21035"
"21036","GLIPR1L2","c21036"
"21037","DLGAP5","c21037"
"21038","GPR158-AS1","c21038"
"21039","FGF16","c21039"
"21040","IQCF3","c21040"
"21041","RDH14","c21041"
"21042","RABEPK","c21042"
"21043","USP17L9P","c21043"
"21044","UBE2MP1","c21044"
"21045","ISX","c21045"
"21046","RAD51AP1","c21046"
"21047","CT47A10","c21047"
"21048","MLL5","c21048"
"21049","SGCD","c21049"
"21050","CXorf48","c21050"
"21051","IFT27","c21051"
"21052","PHTF1","c21052"
"21053","CA3","c21053"
"21054","CMTM5","c21054"
"21055","STX10","c21055"
"21056","DNM1P35","c21056"
"21057","SNORA6","c21057"
"21058","C5orf60","c21058"
"21059","P4HA1","c21059"
"21060","GAB3","c21060"
"21061","DHRS4","c21061"
"21062","COL4A1","c21062"
"21063","MYZAP","c21063"
"21064","OSBPL2","c21064"
"21065","PTTG2","c21065"
"21066","SNORD99","c21066"
"21067","STS","c21067"
"21068","SHROOM4","c21068"
"21069","ALDH1A3","c21069"
"21070","BTNL2","c21070"
"21071","TGIF1","c21071"
"21072","ZFAND5","c21072"
"21073","ICA1","c21073"
"21074","NAV3","c21074"
"21075","GAGE12F","c21075"
"21076","EPS8L2","c21076"
"21077","MNT","c21077"
"21078","HNRNPA1P10","c21078"
"21079","ENTPD1","c21079"
"21080","OR51E2","c21080"
"21081","STK11","c21081"
"21082","MX1","c21082"
"21083","TTTY9A","c21083"
"21084","SDR9C7","c21084"
"21085","LOC100128288","c21085"
"21086","LOXL4","c21086"
"21087","EXOSC4","c21087"
"21088","PAXBP1","c21088"
"21089","SETD1A","c21089"
"21090","PURB","c21090"
"21091","EME1","c21091"
"21092","SNORD45C","c21092"
"21093","DEFB112","c21093"
"21094","MIR184","c21094"
"21095","RELB","c21095"
"21096","LAMB2","c21096"
"21097","HNF1B","c21097"
"21098","MAGED4","c21098"
"21099","SPANXB1","c21099"
"21100","GTPBP6","c21100"
"21101","CTAG1B","c21101"
"21102","PNLIPRP3","c21102"
"21103","UMOD","c21103"
"21104","GRIN3B","c21104"
"21105","ZNF512B","c21105"
"21106","GPR25","c21106"
"21107","SRA1","c21107"
"21108","ATP6V0A1","c21108"
"21109","ZNF615","c21109"
"21110","ZNF768","c21110"
"21111","LINC00479","c21111"
"21112","ZNF469","c21112"
"21113","DYNC2LI1","c21113"
"21114","DNAH3","c21114"
"21115","ARRDC5","c21115"
"21116","TMEM59L","c21116"
"21117","MIR3689B","c21117"
"21118","IGSF9B","c21118"
"21119","CNOT8","c21119"
"21120","4-Mar","c21120"
"21121","KIRREL3","c21121"
"21122","ADAM17","c21122"
"21123","MYOG","c21123"
"21124","CPNE1","c21124"
"21125","MIR5001","c21125"
"21126","AK5","c21126"
"21127","LIPJ","c21127"
"21128","NDRG4","c21128"
"21129","NCOA2","c21129"
"21130","PIAS4","c21130"
"21131","USP5","c21131"
"21132","RABL2B","c21132"
"21133","SNORD94","c21133"
"21134","HAPLN3","c21134"
"21135","LZIC","c21135"
"21136","TOR4A","c21136"
"21137","NRXN3","c21137"
"21138","CDKN2C","c21138"
"21139","KIAA0226","c21139"
"21140","CYB5D1","c21140"
"21141","SNAR-E","c21141"
"21142","LOC442497","c21142"
"21143","CARD17","c21143"
"21144","ABCB6","c21144"
"21145","FSBP","c21145"
"21146","MRPS25","c21146"
"21147","ZMAT2","c21147"
"21148","HSBP1L1","c21148"
"21149","KRT25","c21149"
"21150","SPATA13-AS1","c21150"
"21151","C6orf7","c21151"
"21152","PKI55","c21152"
"21153","RPL11","c21153"
"21154","RORC","c21154"
"21155","RAP2C","c21155"
"21156","GRAP","c21156"
"21157","ELMSAN1","c21157"
"21158","MXD1","c21158"
"21159","TUBB4B","c21159"
"21160","AZI2","c21160"
"21161","LINC00634","c21161"
"21162","NUAK2","c21162"
"21163","SNORD58B","c21163"
"21164","AHSG","c21164"
"21165","MANSC1","c21165"
"21166","IMP3","c21166"
"21167","RPSAP9","c21167"
"21168","FLJ40852","c21168"
"21169","OR2T10","c21169"
"21170","PCTP","c21170"
"21171","SIRT1","c21171"
"21172","TNFRSF6B","c21172"
"21173","CD164","c21173"
"21174","MANBA","c21174"
"21175","LINC00612","c21175"
"21176","GFRA1","c21176"
"21177","FOXD4L5","c21177"
"21178","SNAR-A9","c21178"
"21179","SNAR-G2","c21179"
"21180","PRM2","c21180"
"21181","TMEM167B","c21181"
"21182","C14orf64","c21182"
"21183","ZKSCAN3","c21183"
"21184","NSG1","c21184"
"21185","PLEKHG1","c21185"
"21186","ECT2L","c21186"
"21187","UBFD1","c21187"
"21188","TPRKB","c21188"
"21189","CDKL5","c21189"
"21190","HIST1H2BD","c21190"
"21191","DYX1C1-CCPG1","c21191"
"21192","BMX","c21192"
"21193","INPP4A","c21193"
"21194","SNORD114-31","c21194"
"21195","PTPRU","c21195"
"21196","LY86-AS1","c21196"
"21197","HOXC8","c21197"
"21198","ADPGK","c21198"
"21199","IL12B","c21199"
"21200","ZNF418","c21200"
"21201","SIAE","c21201"
"21202","CWC15","c21202"
"21203","KLHL11","c21203"
"21204","LOC100506060","c21204"
"21205","PSMB3","c21205"
"21206","DEDD2","c21206"
"21207","ZBTB3","c21207"
"21208","DDX25","c21208"
"21209","RPS25","c21209"
"21210","GFRAL","c21210"
"21211","FAM57B","c21211"
"21212","TESK2","c21212"
"21213","DNM1L","c21213"
"21214","ASMT","c21214"
"21215","EIF1AD","c21215"
"21216","ORC4","c21216"
"21217","ZNF207","c21217"
"21218","CLEC11A","c21218"
"21219","TOLLIP","c21219"
"21220","TEX29","c21220"
"21221","C16orf97","c21221"
"21222","TMEM61","c21222"
"21223","RNASE12","c21223"
"21224","LOC729950","c21224"
"21225","DLK1","c21225"
"21226","NOD2","c21226"
"21227","PLVAP","c21227"
"21228","SCMH1","c21228"
"21229","HTR2A","c21229"
"21230","FUT7","c21230"
"21231","ARMC5","c21231"
"21232","PRELP","c21232"
"21233","ALKBH6","c21233"
"21234","TMPRSS11GP","c21234"
"21235","GYG1","c21235"
"21236","COL8A2","c21236"
"21237","POLR3GL","c21237"
"21238","OR10A5","c21238"
"21239","TXLNB","c21239"
"21240","ATP8B5P","c21240"
"21241","USP32P1","c21241"
"21242","R3HDM1","c21242"
"21243","SNORD115-10","c21243"
"21244","LOC645949","c21244"
"21245","BAALC","c21245"
"21246","TNP1","c21246"
"21247","SERP2","c21247"
"21248","GAPDH","c21248"
"21249","ERRFI1","c21249"
"21250","COX7C","c21250"
"21251","FAM108B1","c21251"
"21252","APC","c21252"
"21253","PGAM2","c21253"
"21254","TLR2","c21254"
"21255","SUCNR1","c21255"
"21256","ZNF233","c21256"
"21257","WFDC1","c21257"
"21258","GOLGA8G","c21258"
"21259","LOC440895","c21259"
"21260","PSG11","c21260"
"21261","SLC39A1","c21261"
"21262","PSAPL1","c21262"
"21263","CDC42EP1","c21263"
"21264","MECR","c21264"
"21265","KIAA0101","c21265"
"21266","PMCHL1","c21266"
"21267","MACROD2","c21267"
"21268","SERPINA13P","c21268"
"21269","MMP19","c21269"
"21270","VNN2","c21270"
"21271","TIMD4","c21271"
"21272","PROSER2-AS1","c21272"
"21273","CNOT11","c21273"
"21274","RNASE8","c21274"
"21275","CCDC7","c21275"
"21276","SULT2B1","c21276"
"21277","MIR5193","c21277"
"21278","ME1","c21278"
"21279","MGRN1","c21279"
"21280","MIR143HG","c21280"
"21281","LOC339298","c21281"
"21282","TECPR1","c21282"
"21283","MRPL30","c21283"
"21284","IVL","c21284"
"21285","CALM1","c21285"
"21286","PLEKHA6","c21286"
"21287","B4GALNT2","c21287"
"21288","C8orf33","c21288"
"21289","TMEM56","c21289"
"21290","CKM","c21290"
"21291","ESR2","c21291"
"21292","ACOT8","c21292"
"21293","AGTR2","c21293"
"21294","ZNF280A","c21294"
"21295","SNORD42A","c21295"
"21296","PZP","c21296"
"21297","EPM2AIP1","c21297"
"21298","RPS9","c21298"
"21299","SIVA1","c21299"
"21300","HEATR2","c21300"
"21301","CD3E","c21301"
"21302","CLEC18C","c21302"
"21303","LOC147093","c21303"
"21304","MIR198","c21304"
"21305","MSANTD4","c21305"
"21306","MIR4473","c21306"
"21307","PGLYRP3","c21307"
"21308","GPS2","c21308"
"21309","DIP2A-IT1","c21309"
"21310","LRTM2","c21310"
"21311","TRIM36","c21311"
"21312","TP53RK","c21312"
"21313","FBXL13","c21313"
"21314","KAT7","c21314"
"21315","TTTY4C","c21315"
"21316","GLOD5","c21316"
"21317","HNRNPA1L2","c21317"
"21318","RUFY2","c21318"
"21319","GATC","c21319"
"21320","C11orf70","c21320"
"21321","GJA5","c21321"
"21322","HSPB9","c21322"
"21323","HGF","c21323"
"21324","EPHB4","c21324"
"21325","SOX18","c21325"
"21326","C4orf46","c21326"
"21327","SERPINA10","c21327"
"21328","SMIM11","c21328"
"21329","REEP2","c21329"
"21330","CDK3","c21330"
"21331","HSPA12A","c21331"
"21332","ARL8B","c21332"
"21333","SATB1","c21333"
"21334","SMIM13","c21334"
"21335","VPS45","c21335"
"21336","PPM1D","c21336"
"21337","SNORD29","c21337"
"21338","KRTAP21-3","c21338"
"21339","ZNF850","c21339"
"21340","TP53BP2","c21340"
"21341","CACNA1G","c21341"
"21342","VGLL4","c21342"
"21343","SPC24","c21343"
"21344","HNRNPU-AS1","c21344"
"21345","LOC643387","c21345"
"21346","GNPTG","c21346"
"21347","ROS1","c21347"
"21348","ZFAT","c21348"
"21349","C21orf128","c21349"
"21350","BMP8B","c21350"
"21351","SLC5A4","c21351"
"21352","LOC389765","c21352"
"21353","SLC6A3","c21353"
"21354","DGCR10","c21354"
"21355","TMEM81","c21355"
"21356","APC2","c21356"
"21357","MIR210HG","c21357"
"21358","C8orf12","c21358"
"21359","UBOX5-AS1","c21359"
"21360","SYAP1","c21360"
"21361","ZBED5","c21361"
"21362","PVR","c21362"
"21363","AP1AR","c21363"
"21364","LTA4H","c21364"
"21365","BCDIN3D-AS1","c21365"
"21366","BEAN1","c21366"
"21367","CCDC24","c21367"
"21368","MAGEA4","c21368"
"21369","IFIT3","c21369"
"21370","MYADM","c21370"
"21371","PDE3B","c21371"
"21372","TMPRSS11A","c21372"
"21373","PROSAPIP1","c21373"
"21374","L3MBTL1","c21374"
"21375","PGK1","c21375"
"21376","CCL13","c21376"
"21377","DERL3","c21377"
"21378","MLXIP","c21378"
"21379","KHNYN","c21379"
"21380","PLOD1","c21380"
"21381","MTFR1","c21381"
"21382","NPDC1","c21382"
"21383","GPAA1","c21383"
"21384","LTV1","c21384"
"21385","RYR3","c21385"
"21386","MIR137HG","c21386"
"21387","VAMP2","c21387"
"21388","C3orf72","c21388"
"21389","LINC00326","c21389"
"21390","LOC340107","c21390"
"21391","RNF135","c21391"
"21392","SUPV3L1","c21392"
"21393","FIBP","c21393"
"21394","RPL31P11","c21394"
"21395","TTTY21B","c21395"
"21396","EBLN1","c21396"
"21397","ADAMTS18","c21397"
"21398","RNF25","c21398"
"21399","SOS1","c21399"
"21400","SNORD78","c21400"
"21401","DPPA2P3","c21401"
"21402","MIR767","c21402"
"21403","PLAU","c21403"
"21404","MATK","c21404"
"21405","LOC390705","c21405"
"21406","EHF","c21406"
"21407","CTNND2","c21407"
"21408","PTEN","c21408"
"21409","MIR328","c21409"
"21410","ZNF189","c21410"
"21411","THEG5","c21411"
"21412","SLC28A3","c21412"
"21413","GUCY1A3","c21413"
"21414","ERI1","c21414"
"21415","SETD2","c21415"
"21416","ROGDI","c21416"
"21417","TICAM1","c21417"
"21418","RASSF3","c21418"
"21419","PACSIN2","c21419"
"21420","SERPINB5","c21420"
"21421","PRKCDBP","c21421"
"21422","TFDP3","c21422"
"21423","ACOT1","c21423"
"21424","GCSHP3","c21424"
"21425","LGR6","c21425"
"21426","RFX5","c21426"
"21427","OR52J3","c21427"
"21428","PTPN18","c21428"
"21429","ZBTB34","c21429"
"21430","KCNF1","c21430"
"21431","SYNE2","c21431"
"21432","LOC100129269","c21432"
"21433","SLC22A4","c21433"
"21434","VCPIP1","c21434"
"21435","NETO2","c21435"
"21436","LDHD","c21436"
"21437","SQRDL","c21437"
"21438","ESX1","c21438"
"21439","SERPINA6","c21439"
"21440","GALK1","c21440"
"21441","ASCL3","c21441"
"21442","FBXL6","c21442"
"21443","FABP7","c21443"
"21444","MAGEC3","c21444"
"21445","MIR2277","c21445"
"21446","KLC4","c21446"
"21447","FSCN2","c21447"
"21448","CD1D","c21448"
"21449","PRAM1","c21449"
"21450","EIF3B","c21450"
"21451","DSCR8","c21451"
"21452","FLVCR1","c21452"
"21453","COX14","c21453"
"21454","KIAA0141","c21454"
"21455","PROM2","c21455"
"21456","FLJ20021","c21456"
"21457","ALOX5","c21457"
"21458","GPR162","c21458"
"21459","LYRM2","c21459"
"21460","RNASE6","c21460"
"21461","HES5","c21461"
"21462","GJA1","c21462"
"21463","TSC22D1-AS1","c21463"
"21464","HMHB1","c21464"
"21465","MRPS14","c21465"
"21466","TAF7","c21466"
"21467","PHLPP2","c21467"
"21468","SFXN2","c21468"
"21469","BTNL9","c21469"
"21470","VEPH1","c21470"
"21471","GK2","c21471"
"21472","AMBP","c21472"
"21473","XAGE5","c21473"
"21474","SLC25A26","c21474"
"21475","SNORA71A","c21475"
"21476","LINC00469","c21476"
"21477","SMIM3","c21477"
"21478","CCBP2","c21478"
"21479","TGM2","c21479"
"21480","ZNF202","c21480"
"21481","MIR7-3HG","c21481"
"21482","ACTL6A","c21482"
"21483","SNORD116-13","c21483"
"21484","SLC23A2","c21484"
"21485","ARHGEF7","c21485"
"21486","CRYM","c21486"
"21487","MANBAL","c21487"
"21488","PKD2","c21488"
"21489","FAM22A","c21489"
"21490","LIN54","c21490"
"21491","ACTL7B","c21491"
"21492","OR4D9","c21492"
"21493","KIAA1683","c21493"
"21494","ZNF704","c21494"
"21495","ZNF277","c21495"
"21496","ADAM5","c21496"
"21497","TCP10","c21497"
"21498","C3P1","c21498"
"21499","MAGEB18","c21499"
"21500","DEFA4","c21500"
"21501","ZNF197","c21501"
"21502","PTOV1","c21502"
"21503","RNF208","c21503"
"21504","ZACN","c21504"
"21505","CMIP","c21505"
"21506","TRDN","c21506"
"21507","UCHL1","c21507"
"21508","APOL6","c21508"
"21509","NPHP1","c21509"
"21510","PLK1","c21510"
"21511","NDUFA11","c21511"
"21512","DAB1","c21512"
"21513","MIR5704","c21513"
"21514","RTN4R","c21514"
"21515","SYT2","c21515"
"21516","PUSL1","c21516"
"21517","RFTN1","c21517"
"21518","ATP8B2","c21518"
"21519","ANXA13","c21519"
"21520","MIS18A","c21520"
"21521","DNAAF3","c21521"
"21522","VN1R2","c21522"
"21523","LOC100133315","c21523"
"21524","GUSBP3","c21524"
"21525","LINC00514","c21525"
"21526","OR52E4","c21526"
"21527","NPPB","c21527"
"21528","ZNF148","c21528"
"21529","ZNF141","c21529"
"21530","IKZF1","c21530"
"21531","PSMC2","c21531"
"21532","CT47A6","c21532"
"21533","GGA3","c21533"
"21534","OR2J2","c21534"
"21535","ANKRD63","c21535"
"21536","LPGAT1","c21536"
"21537","NDUFC2-KCTD14","c21537"
"21538","SFR1","c21538"
"21539","SEC16B","c21539"
"21540","GGT8P","c21540"
"21541","C5orf38","c21541"
"21542","THOC2","c21542"
"21543","SLC16A12","c21543"
"21544","BTF3P11","c21544"
"21545","LOC285692","c21545"
"21546","LOC728392","c21546"
"21547","ALK","c21547"
"21548","DACT3","c21548"
"21549","CACHD1","c21549"
"21550","GAN","c21550"
"21551","EXOC6B","c21551"
"21552","VAMP1","c21552"
"21553","HIST1H2AE","c21553"
"21554","SRI","c21554"
"21555","HLA-E","c21555"
"21556","AKAP14","c21556"
"21557","SLC25A32","c21557"
"21558","FLT3LG","c21558"
"21559","WDR1","c21559"
"21560","ATP1B1","c21560"
"21561","LOC727677","c21561"
"21562","SWAP70","c21562"
"21563","PTH2","c21563"
"21564","IPO11-LRRC70","c21564"
"21565","KRTAP4-6","c21565"
"21566","TMEM222","c21566"
"21567","TRIM31","c21567"
"21568","PM20D2","c21568"
"21569","ARNT","c21569"
"21570","TCAM1P","c21570"
"21571","ZNF596","c21571"
"21572","LOC100130264","c21572"
"21573","CDKN1B","c21573"
"21574","SEMA3A","c21574"
"21575","FOXC1","c21575"
"21576","LSM14A","c21576"
"21577","STEAP3","c21577"
"21578","OR51F1","c21578"
"21579","ABCA1","c21579"
"21580","PLSCR2","c21580"
"21581","THBS3","c21581"
"21582","EDC3","c21582"
"21583","C15orf43","c21583"
"21584","GMCL1","c21584"
"21585","LOC100131726","c21585"
"21586","LOC339529","c21586"
"21587","MGAT5","c21587"
"21588","TSPAN8","c21588"
"21589","DYNLT1","c21589"
"21590","SNORA36B","c21590"
"21591","IGSF1","c21591"
"21592","LINC00294","c21592"
"21593","TMEM143","c21593"
"21594","C2orf27A","c21594"
"21595","FAM26D","c21595"
"21596","ATP13A3","c21596"
"21597","MATN1-AS1","c21597"
"21598","C3AR1","c21598"
"21599","CADM2","c21599"
"21600","EFNA4","c21600"
"21601","HM13-AS1","c21601"
"21602","HAO1","c21602"
"21603","TWF1","c21603"
"21604","SDR42E1","c21604"
"21605","MRPS17","c21605"
